Denominazione,Abstract,Categoria,Tipologia_Prevalente,Comune,Indirizzo,Proprieta,Date_complesso_archivistico,lat_comune,long_omune
"MOOM, Museo dell’Olio di Oliva di Matera","Il MOOM, Matera Olive Oil Museum, è situato nei Sassi di Matera, in Vico 1° Casalnuovo, ed è stato realizzato in un antico frantoio rupestre a riprova della funzionalità storica della grotta e della sua integrazione nel paesaggio urbano.L’edificio del Frantoio, oggi Museo dell’Olio di Matera, si presuppone risalga al XV-XVI secolo. La struttura era inizialmente composta esclusivamente da una grotta scavata nella roccia tufacea. Entrando si nota immediatamente come con il passare del tempo le strutture venivano ingrandite con successivi scavi, permettendo l’ampliamento delle sale esistenti e la creazione di nuovi locali.Alcune volte il materiale proveniente da uno scavo era riutilizzato all’interno della stessa costruzione al fine di facilitare il passaggio tra una sala ed un’altra rialzando il piano di calpestio. Nel frantoio di “Casalnuovo” si evince come l’evoluzione delle tecnologie e l’aumento dell’attività lavorativa hanno reso necessario l’ampliamento della struttura. La presenza di incavi nella roccia fanno immaginare la grande attività presente nel locale. La roccia veniva, infatti, utilizzata come struttura portante di attrezzature, base per magazzini, lettighe e cisterne.La parte superiore del frantoio di “Casalnuovo” è stata costruita tra la fine del XIX e l’inizio del XX secolo, ciò si può dedurre dalla forma delle porte e delle finestre, dalle tecniche costruttive dei muri e, soprattutto, dalle misure dei tufi usati negli archi di scarico delle aperture, oltre che dalla tipologia di solaio ritrovata, dove le tegole erano poggiate direttamente su uno minuto solaio di legno. ; Il frantoio era collocato lungo la Via Casalnuovo perché era una delle poche strade carrabili della Città dei Sassi. Attualmente zona di passaggio per molte persone, grazie alla vicinanza a diversi percorsi turistici, attività commerciali e ristorative e vie principali di Matera, la via era considerata fino alla fine del XIX secolo una zona periferica della città. Ciò permetteva il fiorire di attività di trasformazione correlate alla realtà rurale, che ha da sempre caratterizzato la città di Matera.",Archivio Collezioni Private,Collezione oggettuale;Frantoio,Matera,"Vico I Casalnuovo 75100, Matera",famiglia Montemurro,,40.6686534,16.6060872
Archivio Storico Comunale di San Chirico Nuovo,,Archivio Pubblico Non Statale,Archivio documentale,San Chirico Nuovo,Viale G. Marconi ; 85010 San Chirico Nuovo PZ,Comune di San Chirico Nuovo,,40.6775000,16.0800185
Archivio Storico Comunale di Baragiano,"L'archivio ha subito numerosi scarti abusivi che hanno causato la perdita di tutta la documentazione precedente al '900. Un tentativo di riordino, cominciato negli anni '60, non è mai stato portato a termine. Il complesso documentario si è depauperato anche a seguito dei continui traslochi subiti a causa del sisma del 1980. Di recente è stato avviato un progetto di riordinamento ed informatizzazione dell'intero archivio.",Archivio Pubblico Non Statale,Archivio documentale,Baragiano,"Comune di Baragiano ; Corso Garibaldi, 18 ; 85050 Baragiano PZ",Comune di Baragiano,sec. XIX fine - sec. XX seconda metà,40.6803148,15.5953148
Archivio Storico Comunale di Tolve,,Archivio Pubblico Non Statale,Archivio documentale,Tolve,"Via Alcide De Gasperi, 4 ; 85017 Tolve PZ",Comune di Tolve,,40.6953333,16.0172037
Archivio Storico Comunale di Ruoti,,Archivio Pubblico Non Statale,Archivio documentale,Ruoti,"Via Grande Fontana Bona, 53 ; 85056 Ruoti PZ",Comune di Ruoti,,40.7180867,15.6791967
Archivio Storico Comunale di Avigliano,- Catasto onciario ; - Carteggio delle XV categorie (Gli atti sono classificati in base alle 15 categorie del Titolario di classificazione degli atti comunali prescritto dal Ministero dell'Interno con circolare n.17100.2 del 1 marzo 1897 (Titolario Astengo).,Archivio Pubblico Non Statale,Archivio documentale,Avigliano,"Comune di Avigliano ; Corso Emanuele Gianturco, 42 ; 85021 Avigliano PZ",Comune di Avigliano,1723 - 2001,40.7307962,15.7212777
Archivio Società Operaio di Mutuo Soccorso di Avigliano,"Documentazione relativa all'attività della società (45bb., 71 regg., 1 vol. di singoli documenti rilegati). La Società possiede un patrimonio librario di circa 6000 volumi.",Archivio Collezioni Private,Archivio documentale,Avigliano,,Privata,1874-,40.7307962,15.7212777
Archivio Famiglia Corbo,"L'archivio, importante fonte per la storia della Basilicata e di Avigliano in particolare, è costituito da 50 faldoni di carte e pergamene.",Archivio Collezioni Private,Archivio documentale,Avigliano,,Privata,secc. XV-XIX,40.7307962,15.7212777
"Museo dell’Emigrazione Lucana. CENTRO LUCANI NEL MONDO ""NINO CALICE""","Il Museo dell’Emigrazione Lucana ha sede nel Castello di Federico II a Lagopesole ove è ubicato il Centro dei Lucani nel Mondo “Nino Calice”. Il suo obiettivo è quello di costruire uno spazio espositivo sul tema dell’Emigrazione italiana, soprattutto lucana, con particolare riguardo al tema del viaggio. Si racconta la migrazione fino alla metà del ventesimo secolo. ; Il progetto prevede un allestimento che consente attraverso fedeli riproduzioni di ambienti e luoghi che consentono di rivivere il percorso del viaggio, l’emozione dello stesso con l’utilizzo di strumenti multimediali, installazioni interattive ed arti visive. Il lavoro di creazione, molto impegnativo, ha visto coinvolti tutto il coordinamento designato e molti collaboratori esterni. ; Tra le fonti più significative di riferimento la rivista Basilicata nel Mondo che ha documentato per prima il fenomeno dell’Emigrazione lucana con particolare attenzione a quella verso il Nord America. ; Giovanni Riviello, in quegli scritti che la Regione ha ristampato sul finire della scorsa legislatura, per dirla con Nino Calice, “scelse con distacco dalle drammatiche urgenze politiche (il fascismo che nasceva) di parlare in nome e per conto della emigrazione lucana, soprattutto negli Stati Uniti d’America, espressione di una realtà regionale nel mondo che lavorava, produceva, si distingueva e si rinnovava”. Una realtà che dava speranze per il futuro. ; Scopo del Museo è mantenere vivo il ricordo dei nostri emigrati, dei loro sacrifici e delle loro conquiste, realtà ancora oggi decisamente attuali. ; Il Museo dell’Emigrazione Lucana, consente al visitatore di conoscere e immedesimarsi nelle storie di figure emblematiche quali: Felicia Muscio, Charles Paterno, Antonio (Anthony) Cilibrizzi, Rosita Melo, Leonard Coviello, Joseph Stella, Nicola Santo, Beniamino Benvenuto, Francesco Miglionico, Garibaldi Lapolla, Pietro Cristiano, Francesco Farenga, Filomena Iacovino, Rocco Anthony Petrone, Jhonny Rocco Barbalinardo Lombardi. Saranno affiancati ad essi nel tempo, molti altri personaggi protagonisti della storia della emigrazione lucana. ; Il Museo è costituito da 4 sale: ; SALA I: ; La prefettura ; Il saluto alla famiglia ; Bauli e fagotti: la partenza ; ; SALA II: ; Il mappamondo ; La città, la fiera e la macchina del ; Nuovo Mondo ; Il Vagone e il viaggio per ferrovia ; L’imbarco ; ; SALA III: ; La navigazione ; Gli oblò ; Le cuccette ; ; SALA IV: ; Ellis Island ; La Bagagliera ; Continenti e Paesi e i “protagonisti” ; Il tavolo delle lettere ; La macchina fotografica ; ; ;",Archivio Collezioni Private,Museo multimediale,Avigliano,"Castello di Lagopesole ; 85020 Avigliano, Pz",Comune di Avigliano,,40.7307962,15.7212777
Archivio Storico Comunale di Cancellara,"- Protocolli di corrispondenza. Registri ; - Deliberazioni. ; - Deliberazioni originali della giunta municipale. ; - Deliberazioni originali del Consiglio Comunale. ; - Deliberazioni della Giunta Municipale. Copie ; - Deliberazioni originali del Podestà. Registri ; - Deliberazioni del Consiglio Comunale. Copia ; - Personale ; - Bilanci di previsione ; - Conti Consuntivi ; - Mandati di pagamento ; - Giornali di cassa ; - Mastri di contabilità ; - Imposte tasse ; - Catasto ; - Elezioni e Referendum ; - Commissione elettorale comunale ; - Liste di leva ; - Ruoli matricolari ; - Istruzione pubblica ; - Lavori pubblici ; - Concessioni edilizie ; -Terremoto (L.219/1981) ; - Agricoltura, industria e commercio ; - Ordinanze ; - Terremoto 1990 (L.226/91) ; - Registri di spedalità ; - Repertorio di conciliazione delle sentenze ; L'archivio comprende gli atti delle 15 categorie a partire dal 1920. Gli atti anteriori a tale data sono andati completamente distrutti nel corso di due incendi che interessarono, nel 1911 e 1930, la sede comunale.",Archivio Pubblico Non Statale,Archivio documentale,Cancellara,"Comune di Cancellara ; Corso Vittorio Emanuele, 108 ; 85010 Cancellara PZ",Comune di Cancellara,1920 - 2004,40.7312592,15.9267407
Archivio Storico Comunale di Pietragalla,L'archivio è conservato in modo abbastanza ordinato ed è in parte classificato in base alle 15 categorie del Titolario di classificazione degli atti comunali (Titolario Astengo).,Archivio Pubblico Non Statale,Archivio documentale,Pietragalla,Via Cadorna ; 85016 Pietragalla PZ,Comune di Pietragalla,1809 - 2003,40.7476515,15.8804648
Archivio Famiglia Fulcoli,"Documentazione del prof. Luigi Fulcoli, maestro di musica e del figlio Giacomo, medico.",Archivio Collezioni Private,Archivio documentale,Pietragalla,,Privata,1897-1978,40.7476515,15.8804648
Archivio Famiglia Pipponzi,"Documenti del secc. XVII-XIX: 5 pergamene, 1 filza di documenti e manoscritti cartacei di atti privati.",Archivio Collezioni Private,Archivio documentale,Pietragalla,,Privata,secc. XVII-XIX,40.7476515,15.8804648
Casa Museo della Civiltà contadina,"La Casa-Museo della Civiltà Contadina, allestita dalla Pro Loco , è ubicata nella casa gentilizia “Muscio-Messina”, nei locali un tempo adibiti a stalla e cantina. Si è inteso così, con la raccolta e la catalogazione di arnesi e manufatti (circa 400) ricordare e onorare la memoria dei nostri antenati. Verso di loro siamo debitori per come, tra fame e miseria, ci hanno tirati su. ; ; Gli utensìli e gli oggetti esposti possono raccontare tante storie che per essere capite non c’è bisogno di leggerle sui libri. Sono esposte anche tre opere di artisti locali emergenti: Giuliano Giganti (bassorilievo su legno, raffigurante la Città dei Palmenti; Vittorio Vertone (Contadini in preghiera, su masonite) e Felice Lovisco (cinque bassorilievi in gesso rappresentanti scene di vita contadina). Spicca, fra tante memorie, il costume femminile per le occasioni e le feste.",Archivio Collezioni Private,Collezione oggettuale,Pietragalla,"Palazzo Muscio Messina, via Roma, ; 85016 Pietragalla, Pz",Proloco Pietragalla,,40.7476515,15.8804648
Archivio Storico Comunale di Irsina,"SEZIONE II: 1999 - 2004. ; Consistenza: Unità 2296: regg. 286, bb. 1653, voll. 185, mappe 172",Archivio Pubblico Non Statale,Archivio documentale,Irsina,Corso Canio Musacchio 75022 Irsina MT,Comune di Irsina,1752 - 1995,40.7485670,16.2394640
Archivio Famiglia D'Amato-Cantorio,"Documentazione che riflette l'attività di gestione delle proprietà agricole dell'antica e nota famiglia D'Amato Cantorio ubicate in Irsina e Ferrandina. [inventario].Il materiale documentale è, attualmente, custodito, in ottimo stato di conservazione, nell'antico palazzo d'Amato Cantorio sito in via Roma in Irsina di proprietà dei signori Potenza discendenti della famiglia suddetta. Qui si conservano gli atti che documentano la vita degli esponenti della famiglia e le attività gestite dai d'Amato Cantorio sia in Ferrandina che in Irsina. Il complesso è consultabile su appuntamento da richiedere agli attuali proprietari previa comunicazione e richiesta d'autorizzazione alla consultazione da richiedere alla Soprintendenza archivistica per la Basilicata.",Archivio Collezioni Private,Archivio documentale,Irsina,via Roma - 75022 Irsina (MT),Famiglia Potenza,1890-1950,40.7485670,16.2394640
Archivio storico diocesano di Matera - sezione distaccata di Irsina,Le più antiche pergamene si riferiscono alle vicende dei priori francesi inviati a Montepeloso dalla lontana Chaise Dieu in Alvernia ad occupare la Chiesa di Santa Maria di Juso e ad esercitarvi le prerogative vescovili. I monaci francesi accentrano nelle loro mani poteri e ricchezze e malvisti dal clero e dai signori locali sono oggetto di continui offensive che sfociano nel 1370 in un assalto feroce ordinato dal duca d'Andria Francesco I del Balzo signore di Montepeloso il quale distrugge completamente la Chiesa ed il monastero di Juso. Da quel momento la sorte propizia dei monaci francesi subisce una svolta e lentamente ma inesorabilmente comincia la loro decadenza che culmina nel 1452 con l'emanazione di una Bolla di Papa Nicolò V. In essa viene sancito il ripristino della cattedra vescovile in Montepeloso che viene unita a quella di Andria e l'affidamento del governo a frate Antonello dell'ordine dei minori conventuali. Successivamente nel 1479 Papa Sisto IV separa il monastero di Santa Maria Nuova o di Juso e la Chiesa di Montepeloso dal vescovado di Andria e designa Antonio de Maffeis presule della diocesi montepelosina. Le pergamene dell'Archivio diocesano oltre a consentire la ricostruzione delle vicende storiche della Chiesa di Iuso e dei monaci francesi forniscono interessanti notizie sulla Cappella dell'Annunziata fondata dalla famiglia Vitale nel 1424 insieme ad un ospizio per poveri infermi dedicato a San Basile. Gli atti in pergamena riguardano anche negozi giuridici di varia natura quali censi permute vendite e locazioni da cui trarre una miriade di spunti di riflessione per approfondimenti specifici.,Archivio Diocesano,Archivio documentale,Irsina,Largo Cattedrale 34 75022 Irsina (MT),Diocesi di Irsina,sec. XIII [ secondo quarto ] - sec. XX [ seconda metà ],40.7485670,16.2394640
Archivio Famiglia Sylos Labini,"Il Fondo archivistico, la collezione archeologica e la pinacoteca che la Famiglia Sylos Labini ha donato al Comune di Irsina, insieme ad altri fondi archivistici, usufruirà, in tempi brevi, dei finanziamenti previsti a seguito della Legge Regionale 11 agosto 2015, n. 27 “DISPOSIZIONI IN MATERIA DI PATRIMONIO CULTURALE, FINALIZZATE ALLA VALORIZZAZIONE, GESTIONE E FRUIZIONE DEI BENI MATERIALI ED IMMATERIALI DELLA REGIONE BASILICATA”.",Archivio Collezioni Private,Archivio documentale;Collezione oggettuale,Irsina,corso Musacchio ; 75022 Irsina (MT),Comune di Irsina,,40.7485670,16.2394640
Museo San Francesco - Testimonianze della Civiltà Contadina Irsina,"La collezione è stata messa insieme dal parroco della Chiesa di San Francesco d’Assisi, don Vito Lolaico, attraverso un’intesa attività di raccolta e documentazione. Il Museo, aperto al pubblico nel 1987, espone oggetti provenienti principalmente da Irsina e dalla Collina materana. Sono presenti strumenti per il lavoro agricolo, oggetti della vita domestica e componenti d’arredo delle case contadine. Sono documentati anche i mestieri artigianali del falegname e del calzolaio. L’esposizione presenta, inoltre, capi di abbigliamento tradizionale e una serie di marchi da pane. Un nucleo consistente, e di particolare interesse, è quello costituito da ceramiche tradizionali. Gli oggetti in mostra non seguono alcun preciso criterio espositivo. Un locale adiacente al museo ospita anche una mostra fotografica permanente, dedicata al centro storico di Irsina.",Archivio Collezioni Private,Collezione oggettuale,Irsina,Piazza San Francesco – c/o Chiesa San Francesco d’Assisi -75022 Irsina (MT),Comune di Irsina,,40.7485670,16.2394640
Archivio Storico Comunale di Muro Lucano,,Archivio Pubblico Non Statale,Archivio documentale,Muro Lucano,"Via Roma, 39 ; 85054 Muro Lucano PZ",Comune di Muro Lucano,,40.7536044,15.4867320
Archivio Famiglia Sansone,Documentazione della famiglia Sansone residente a Bella ed a Napoli. Molti componenti hanno occupato cariche pubbliche e svolto attività in prestigiose professioni. L'archivio contiene documenti relativi agli avvenimenti del 1799 a Bella e in Basilicata.,Archivio Collezioni Private,Archivio documentale,Bella,,Privata,1750-1950,40.7593590,15.5394240
Archivio Storico Comunale di Bella,- Catasto provvisorio ; - Deliberazioni del consiglio e della giunta ; - Opere pubbliche ; - Ricostruzione L. 219/81. ; L'archivio dell'ente ha subito decurtazioni a causa di uno scarto regolare avvenuto nel 1936 e di un presunto scarto abusivo risalente al 1956.,Archivio Pubblico Non Statale,Archivio documentale,Bella,"Comune di Bella ; Corso Italia, 28 ; 85051 Bella PZ",Comune di Bella,1809 - 2004,40.7593590,15.5394240
Cineteca Lucana,"Nata come raccolta di pellicole cinematografiche della famiglia Martino, la Cineteca Lucana - associazione culturale senza fini di lucro, costituitasi nell'anno 1998 per promuovere, valorizzare e diffondere il patrimonio culturale cinematografico nazionale e estero - ha immagazzinato e gestisce una notevole quantità e varietà di materiale riguardante il cinema ed il ""pre-cinema"". Essa si caratterizza per essere il luogo di conservazione di: lungometraggi, cortometraggi, trailers, visori, ""lanterne magiche"", proiettori, macchine da presa e del suono, moviole, apparecchi fotografici, manifesti, fotografie, biblioteche e fondi archivistici diversi provenienti da donazioni e depositi effettuati da enti, associazioni, case di produzione e soggetti privati le cui attività risultano essere strettamente legate ai settori del cinema e dello spettacolo.",Archivio Collezioni Private,Archivio audiovisivo,Oppido Lucano,"Piazza Guglielmo Marconi ; 85015 Oppido Lucano, Pz",Privata,,40.7628148,15.9875000
Archivio Storico Comunale di Oppido Lucano,,Archivio Pubblico Non Statale,Archivio documentale,Oppido Lucano,"Via Bari, 16 ; 85015 Oppido Lucano PZ",Comune di Oppido Lucano,,40.7628148,15.9875000
Archivio Storico Comunale di Castelgrande,"Il complesso documentario, in estremo disordine, è costituito anche da alcuni documenti preunitari. Non è stato possibile distinguere le diverse partizioni in serie.",Archivio Pubblico Non Statale,Archivio documentale,Castelgrande,"Comune di Castelgrande ; Via Marconi, 25 ; 85050 Castelgrande PZ",Comune di Castelgrande,1738 - 1987,40.7857124,15.4296582
Archivio Storico Comunale di Acerenza,"L'archivio storico e di deposito non sono separati, mentre nell'archivio corrente facilmente possiamo ritovare buste che avrebbero dovuto essere o in quello storico o in quello di deposito. L'archivio comprende atti delle 15 categorie ed ha subito una notevole, sebbene non quantificabile, distruzione di documenti a causa di un incendio che nel 1928 interessò la sede comunale. In passato sono stati rinvenuti, tra le carte dell'archivio comunale di deposito, anche atti appartenenti all'Ufficio di Conciliazione per un totale di 90 volumi riferiti agli anni 1866-1968. L'archivio dell'ente è costituito prevalentemente da documenti del periodo postunitario.",Archivio Pubblico Non Statale,Archivio documentale,Acerenza,"Comune di Acerenza ; Via V. Emanuele III, 151 ; 85011 Acerenza PZ",Comune di Acerenza,1861 - 2004,40.7931277,15.9375128
Archivio Famiglia Vosa,Atti relativi alle cariche politiche e religiose della famiglia.,Archivio Collezioni Private,Archivio documentale,Acerenza,,Privata,secc. XVIII-XX,40.7931277,15.9375128
Archivio storico diocesano dell'Arcidiocesi di Acerenza,"Le carte dell'archivio hanno seguito le alterne vicende dell'arcidiocesi di Acerenza e Matera e nel 1946 successivamente al decreto della Sacra Congregazione Concistoriale con il quale si assegnano alla giurisdizione di Matera i dieci paesi delle ""terre di basso"" (Bernalda Ferrandina Grottole Vinosa Laterza Metaponto Miglionico Montescaglioso Pisticci e Pomarico) la documentazione afferente ai paesi dell'attuale diocesi di Matera è stata trasferita nella sede episcopale materana. Nel corso degli ultimi decenni il patrimonio documentario ha subito vari traslochi alla ricerca di una sede idonea attualmente si trova ubicato nei locali del palazzo vescovile. All'avvio del Progetto DiocesarchBasilicata l'archivio si presentava quasi completamente condizionato in faldoni e questi ultimi conservati in armadi metallici. Il patrimonio documentario pur essendo stato oggetto negli anni precedenti di interventi parziali di schedatura era sfornito di qualsiasi mezzo di corredo. Nel corso del presente progetto è stato realizzato un intervento di controllo riordino di tutta la documentazione ivi conservata. Alla fine dei lavori i fondi archivistici individuati sono: Curia arcivescovile e Seminario diocesano di Matera. Dell'archivio della Curia arcivescovile è stata realizzata la descrizione archivistica degli atti relativi alle seguenti serie: Visite pastorali Ordinazioni sacerdotali (afferenti alla sola città di Matera) Partecipazioni Religiose. Le restanti serie della Curia arcivescovile sono state individuate controllate riordinate fascicolate e descritte sommariamente a faldone.",Archivio Diocesano,Archivio documentale,Acerenza,Largo Seminario 2 - 85100 Acerenza,,,40.7931277,15.9375128
Museo di Artigianato Rurale ; Collezione dei legni intagliati di Giuseppe e Giovanni Di Trani,"L’intera collezione, costituita da oltre 2000 manufatti lignei, realizzati da Giuseppe Di Trani e da suo figlio Giovanni in un arco di tempo compreso tra il 1967 e il 1984 e donati nel 1991 all’Arcivescovado di Acerenza, è esposta in alcuni spazi del Convento di S. Antonio, la cui costruzione risale alla seconda metà del XVI secolo.Si tratta di una collezione di oggetti in legno intagliato, in prevalenza a riferimento agricolo-pastorale (collari per buoi, pecore e capre, manici di bastoni, ecc.) e di uso generalmente domestico (marchi da pane, cucchiai, rocche, spolette per telaio, ecc.), a cui si aggiungono soprammobili dalle molteplici tipologie che propongono motivi fitomorfi, zoomorfi, ittiomorfi e rettiliformi e rappresentazioni di personaggi appartenenti alla comunità di Montescaglioso, paese natio di Giuseppe Di Trani. Oggetti in legno intagliato di ambito agricolo-pastorale e di uso generalmente domestico.",Archivio Collezioni Private,Collezione oggettuale,Acerenza,"Piazza Papa Giovanni XXIII, 14 ; 85011 Acerenza, Pz",Arcivescovado di Acerenza,1967-1984,40.7931277,15.9375128
Micromuseo Contadino,"Il Museo in miniatura è costituito da una collezione di modellini in legno e in metallo realizzati da Antonio Cimino, contadino ultra ottantenne, e successivamente donati all’Istituto Scolastico Comprensivo di Acerenza, dove trovano un utile impiego sul piano didattico. I modellini che riproducono gli strumenti di lavoro relativi al territorio dell’alto Bradano, con specifico riferimento al processo di coltivazione dei cereali, nella lavorazione dei vigneti e nella produzione del vino, sono collocati all’interno di un armadio chiuso da due ante a vetro, mentre quelli relativi alla casa contadina sono disposti in un contesto scenografico che ricostruisce fedelmente un ambiente domestico tipico di Acerenza.",Archivio Collezioni Private,Collezione oggettuale,Acerenza,"Corso Vittorio Emanuele, 217 ; 85011, Acerenza, Pz",Comune di Acerenza,,40.7931277,15.9375128
Archivio Storico Comunale di Filiano,"SEZIONE I (1934 - 2002) ; L'archivio comprende atti delle 15 categorie. La documentazione data soltanto dal 1952, anno in cui Filiano ottenne l'autonomia amministrativa: fanno eccezione i registri di leva che datano dal 1934. ; ; SEZIONE II (1998 - 2004) ; Atti ancora giacenti presso i diversi uffici comunali produttori.",Archivio Pubblico Non Statale,Archivio documentale,Filiano,"Corso Giovanni XXIII, 14 ; 85020 Filiano PZ",Comune di Filiano,1934 - 2004,40.8115204,15.7067190
Archivio Storico Comunale di San Fele,"Il complesso documentario è in stato di disordine ma è stato possibile individuare alcuni nuclei di documenti omogenei che si segnalano come serie. ; SEZIONE I: 1824-2002. La parte più antica della documentazione comunale è andata perduta a seguito del sisma del 1980. Non sono mancati scarti abusivi. Il complesso, individuato sommariamente in serie, si trova attualmente in stato di disordine e precaria conservazione. Comprende soprattutto documentazione del XX secolo tranne che per un esiguo numero di unità costituite dalle delibere del decurionato. ; SEZIONE II: 1981- 2004. Questa sezione comprende documentazione che sarebbe dovuta confluire nell'archivio di deposito ma che, invece, giace ancora presso i diversi uffici comunali.",Archivio Pubblico Non Statale,Archivio documentale,San Fele,"Via Mazzini, 9 ; 85020 San Fele PZ",Comune di San Fele,1824 - 2004,40.8183699,15.5401689
Archivio Storico Comunale di Pescopagano,La documentazione è in disordine ma è stato possibile individuare alcuni nuclei di documenti omogenei che si segnalano come serie. ; ; SEZIONE I: 1842-2000. La sezione comprende in prevalenza atti prodotti nel periodo postunitario tranne che per un esigua quantità di unità anteriori al 1861. ; SEZIONE II: 2000-2004. Trattasi di documentazione ancora giacente presso gli uffici comunali che l'hanno prodotta.,Archivio Pubblico Non Statale,Archivio documentale,Pescopagano,Piazza della Vittoria ; 85020 Pescopagano PZ,Comune di Pescopagano,1842 - 2004,40.8360482,15.3988038
Archivio Storico Comunale di Rapone,,Archivio Pubblico Non Statale,Archivio documentale,Rapone,Corso Umberto I ; 85020 Rapone PZ,Comune di Rapone,,40.8478457,15.5020201
Archivio Storico Comunale di Genzano di Lucania,"SEZIONE I (1889 - 1980) ; L'archivio dell'ente è costituito quasi esclusivamente da atti del XX secolo. Il materiale documentario più antico è andato presumibilmente distrutto a causa di scarti arbitrari effettuati nel passato. La sezione, in stato di disordine, comprende atti delle 15 categorie. ; ; SEZIONE II (1981 - 2004) ; Questa sezione comprende documentazione che sarebbe dovuta confluire nell'archivio di deposito ma che ancora giace presso i diversi uffici comunali produttori. La documentazione è in disordine ma è stato possibile individuare alcuni nuclei di documenti omogenei che si segnalano come serie.",Archivio Pubblico Non Statale,Archivio documentale,Genzano di Lucania,"Piazza Risorgimento, 1 ; 85013 Genzano di Lucania PZ",Comune di Genzano di Lucania,1899 - 2004,40.8489074,16.0317407
Museo Etnografico dell'Utensileria Contadina e Artigiana,"Il Museo Etnografico dell'Utensileria Contadina e Artigiana, variamente chiamato Museo Etnografico dei Maestri Artigiani e della Civiltà Contadina, ospitato nei locali dell’Istituto Professionale per l’Agricoltura e l’Ambiente di Genzano di Lucania, è stato allestito nel 2000 a cura del prof. Vito Lauria, allora dirigente scolastico del suddetto Istituto, con la collaborazione degli alunni della scuola. L’esposizione, scaturita da un progetto avviato nell’anno scolastico 1998/99 e finanziato dall’Assessorato alla Pubblica Istruzione dell’Amministrazione Provinciale di Potenza, presenta oggetti provenienti dal territorio di Genzano di Lucania e tutti sottoposti a procedure di inventariazione. La collezione, in prestito a lungo tempo, annovera strumenti agricoli, utensileria domestica, suppellettili e attrezzi per i mestieri artigianali del calzolaio, del bottaio e del fabbro. L’esposizione è arricchita anche da tre differenti mostre fotografiche permanenti, dedicate alla scuola del passato, alla storia dell’agricoltura e ai personaggi, agli usi e ai costumi di Genzano.",Archivio Collezioni Private,Collezione oggettuale,Genzano di Lucania,"Istituto Professionale per l’agricoltura e l’ambiente “G. Fortunato” ; Via Delle Colonie, 49 ; 85013 Genzano di Lucania, Pz",Istituto Professionale per l’agricoltura e l’ambiente “G. Fortunato”,,40.8489074,16.0317407
Archivio Storico Comunale di Ruvo del Monte,La documentazione è quasi tutta novecentesca. Solo le liste di leva iniziano con il 1870.,Archivio Pubblico Non Statale,Archivio documentale,Ruvo del Monte,"Viale Repubblica, 1 ; 85020 Ruvo del Monte PZ",Comune di Ruvo del Monte,1870 - 2004,40.8498518,15.5423703
Archivio Storico Comunale di Forenza,"- Protocolli di corrispondenza. Registri ; - Deliberazioni originali della giunta municipale ; - Deliberazioni originali del consiglio comunale ; - Deliberazioni originali del commissario prefettizio - Deliberazioni Giunta Municipale. Copie ; - Deliberazioni del consiglio comunale. Copie ; - Cause e liti ; - Personale ; - Polizia Urbana e Rurale ; - Bilanci di previsione ; - Conti consuntivi ; - Mandati di pagamento ; - Certificati urbanistici ; - Cartelle varie ufficio tecnico ; - Imposte e tasse ; - Catasto. Frazionamento terreni ; - Elezioni e Referendum ; - Commissione Elettorale Comunale ; - Liste di leva ; - Istruzione pubblica ; - Lavori pubblici ; - Concessione edilizie ; - Terremoto (L.219/1981) ; - Terremoto 1990 ; - Agricoltura, industria e commercio ; - Emigrazione ed immigrazione ; - Condono L. 47/85 e successive ; - Opere abusive ; - Autorizzazioni edilizie. La documentazione è in disordine ma è stato possibile individuare alcuni nuclei di documenti omogenei che si segnalano come serie.",Archivio Pubblico Non Statale,Archivio documentale,Forenza,"Corso Grande, 5/A ; 85023 Forenza PZ",Comune di Forenza,1892 - 2004,40.8598703,15.8573518
Archivio Storico Comunale di Banzi,,Archivio Pubblico Non Statale,Archivio documentale,Banzi,"Comune di Banzi ; Via Municipio, 1 ; 85010 Banzi PZ",Comune di Banzi,,40.8617407,16.0139259
Archivio Storico Comunale di Atella,"- Preunitario (1753 - 1861) ; - Postunitario (Gli atti sono classificati in base alle 15 categorie del Titolario di classificazione degli atti comunali prescritto dal Ministero dell'Interno con circolare n.17100.1 del 1 marzo 1897 (Titolario Astengo). Risultano in disordine e non distinti per serie). ; L'archivio comprende atti classificati secondo le 15 categorie previste dalla circolare Astengo e documenti anche preunitari, a datare dal 1753. La documentazione riordinata una prima volta nel 1946 sotto la guida di un archivista della Prefettura di Potenza e, poi, di nuovo disordinata è stata oggetto nel 1989 di un secondo intervento di riordinamento interrotto dopo la sola schedatura del materiale archivistico. Nel 2003 ha avuto inizio un nuovo intervento di recupero finalizzato alla creazione di un archivio storico.",Archivio Pubblico Non Statale,Archivio documentale,Atella,"Comune di Atella ; Piazza Matteotti, 1 ; 85020 Atella PZ",Comune di Atella,1753 - 2004,40.8768100,15.6513140
Archivio Famiglia Saraceno,Documenti della famiglia Saraceno.,Archivio Collezioni Private,Archivio documentale,Atella,,Privata,secc. XVIII-XX,40.8768100,15.6513140
